call_id,date,lob,experience,queue,frustration,state,state_frust
795.0,2020-08,Consumer Auto,NA,NA,9,CA,5
796.0,2020-08,United Income,NA,NA,9,NV,4
797.0,2020-08,Servicing,Close My Account,CMA-COL-3,9,CA,8
798.0,2020-08,Servicing,Help Me Catch Up,HMC-REC-1,8,NC,8
799.0,2020-08,Refinance,NA,NA,8,MI,3
800.0,2020-08,Consumer Auto,NA,NA,9,PA,4
801.0,2020-08,Consumer Auto,NA,NA,7,CA,6
802.0,2020-08,Servicing,Vehicle Resolution,VR-ENQ-3,8,PA,6
803.0,2020-08,Consumer Auto,NA,NA,9,MS,5
804.0,2020-08,Consumer Auto,NA,NA,7,CA,5
805.0,2020-08,Consumer Auto,NA,NA,7,AL,6
806.0,2020-08,Servicing,Move On,MO-CRS-3,8,VA,4
807.0,2020-08,Servicing,Close My Account,CMA-CRS-3,8,PA,7
808.0,2020-08,Consumer Auto,NA,NA,6,TN,5
809.0,2020-08,Dealer,NA,NA,7,FL,6
810.0,2020-08,Servicing,Manage My Leads,MML-CRS-1,6,MA,5
811.0,2020-08,Consumer Auto,NA,NA,8,MN,5
812.0,2020-08,Servicing,Manage My Leads,MML-CRS-2,4,AZ,6
813.0,2020-08,Consumer Auto,NA,NA,9,MT,7
814.0,2020-08,Dealer,NA,NA,6,AZ,5
815.0,2020-08,Refinance,NA,NA,9,NH,4
816.0,2020-08,Dealer,NA,NA,8,PA,6
817.0,2020-08,Consumer Auto,NA,NA,6,CA,5
818.0,2020-08,Dealer,NA,NA,8,NY,8
819.0,2020-08,Servicing,Close My Account,CMA-ESC-2,6,MO,7
820.0,2020-08,Servicing,Manage My Leads,MML-REC-3,6,CA,5
821.0,2020-08,Consumer Auto,NA,NA,8,WV,6
822.0,2020-08,Consumer Auto,NA,NA,9,IL,3
823.0,2020-08,United Income,NA,NA,8,WA,8
824.0,2020-08,Servicing,Close My Account,CMA-REC-4,7,OH,5
825.0,2020-08,Refinance,NA,NA,9,WA,7
826.0,2020-08,Dealer,NA,NA,9,NJ,8
827.0,2020-08,Servicing,Fund My Deal,FMD-ENQ-3,4,IA,4
828.0,2020-08,Servicing,Fund My Deal,FMD-ENQ-3,5,NC,7
829.0,2020-08,Consumer Auto,NA,NA,7,IL,4
830.0,2020-08,Servicing,Help Me Catch Up,HMC-COL-4,4,TX,4
831.0,2020-08,Servicing,Close My Account,CMA-ENQ-1,4,VA,6
832.0,2020-08,Refinance,NA,NA,7,KY,7
833.0,2020-08,Servicing,Inside Sales,IS-CRS-5,8,AL,4
834.0,2020-08,Dealer,NA,NA,9,TX,6
835.0,2020-08,Consumer Auto,NA,NA,8,AZ,8
836.0,2020-08,Dealer,NA,NA,5,CA,6
837.0,2020-08,Consumer Auto,NA,NA,8,MO,7
838.0,2020-08,Dealer,NA,NA,9,HI,5
839.0,2020-08,Dealer,NA,NA,9,GA,5
840.0,2020-08,Refinance,NA,NA,8,MD,6
841.0,2020-08,Refinance,NA,NA,8,CA,6
842.0,2020-08,Dealer,NA,NA,8,PA,5
843.0,2020-08,Consumer Auto,NA,NA,7,GA,6
844.0,2020-08,Servicing,Close My Account,CMA-ESC-4,7,MN,6
845.0,2020-08,Servicing,Close My Account,CMA-ENQ-1,4,CA,5
846.0,2020-08,Servicing,Vehicle Resolution,VR-ENQ-2,9,WA,8
847.0,2020-08,Servicing,Outside Sales,OS-ENQ-3,9,VA,7
848.0,2020-08,Servicing,Navigate My Account,NMA-PW-2,8,FL,5
849.0,2020-08,Consumer Auto,NA,NA,7,WI,4
850.0,2020-08,Servicing,Manage My Leads,MML-REC-1,6,WA,6
851.0,2020-08,Servicing,Fund My Deal,FMD-ENQ-3,3,IA,3
852.0,2020-08,United Income,NA,NA,7,IN,6
853.0,2020-08,Consumer Auto,NA,NA,8,WV,8
854.0,2020-08,Dealer,NA,NA,8,VA,6
855.0,2020-08,Refinance,NA,NA,6,KS,6
856.0,2020-08,Dealer,NA,NA,5,GA,6
857.0,2020-08,Consumer Auto,NA,NA,6,MO,5
858.0,2020-08,Servicing,Inside Sales,IS-ESC-2,9,FL,6
859.0,2020-08,Servicing,Manage My Leads,MML-COL-2,5,MI,3
860.0,2020-08,Refinance,NA,NA,9,CA,7
861.0,2020-08,Refinance,NA,NA,6,OH,6
862.0,2020-08,Refinance,NA,NA,8,KS,6
863.0,2020-08,Servicing,Navigate My Account,NMA-PW-2,8,OH,6
864.0,2020-08,Servicing,Inside Sales,IS-ENQ-4,3,SC,6
865.0,2020-08,Servicing,Vehicle Resolution,VR-CRS-2,3,MA,4
866.0,2020-08,Refinance,NA,NA,8,IL,4
867.0,2020-08,Dealer,NA,NA,9,CA,6
868.0,2020-08,Servicing,Navigate My Account,NMA-ESC-2,5,WA,6
869.0,2020-08,Dealer,NA,NA,6,WV,7
870.0,2020-08,Consumer Auto,NA,NA,8,TN,4
871.0,2020-08,Dealer,NA,NA,6,OK,6
872.0,2020-08,Servicing,Help Me Catch Up,HMC-REC-1,9,FL,5
873.0,2020-08,Dealer,NA,NA,7,IL,4
874.0,2020-08,Servicing,Help Me Catch Up,HMC-COL-5,8,IL,6
875.0,2020-08,Servicing,Decision The Deal,DTD-ESC-2,8,FL,7
876.0,2020-08,Dealer,NA,NA,7,WA,6
877.0,2020-08,United Income,NA,NA,8,MD,3
878.0,2020-08,Dealer,NA,NA,8,NY,4
879.0,2020-08,Refinance,NA,NA,5,MA,4
880.0,2020-08,Dealer,NA,NA,6,TN,3
881.0,2020-08,Servicing,Navigate My Account,NMA-CRS-3,2,AZ,5
882.0,2020-08,Servicing,Fund My Deal,FMD-CRS-4,5,MI,5
883.0,2020-08,United Income,NA,NA,9,TX,7
884.0,2020-08,Servicing,Help Me Catch Up,HMC-COL-5,6,SC,6
885.0,2020-08,Consumer Auto,NA,NA,7,CA,4
886.0,2020-08,Consumer Auto,NA,NA,9,FL,7
887.0,2020-08,Servicing,Decision The Deal,DTD-COL-2,7,IN,5
888.0,2020-08,Refinance,NA,NA,8,CA,6
889.0,2020-08,Dealer,NA,NA,9,AL,4
890.0,2020-08,Consumer Auto,NA,NA,8,IL,4
891.0,2020-08,Refinance,NA,NA,7,TN,3
892.0,2020-08,Consumer Auto,NA,NA,8,WA,6
893.0,2020-08,Consumer Auto,NA,NA,8,OH,7
894.0,2020-08,Consumer Auto,NA,NA,7,FL,6
895.0,2020-08,Servicing,Close My Account,CMA-PW-3,4,FL,5
896.0,2020-08,Dealer,NA,NA,6,OR,8
897.0,2020-08,Servicing,Navigate My Account,NMA-REC-2,8,MI,3
898.0,2020-08,Servicing,Fund My Deal,FMD-ENQ-5,7,CA,5
899.0,2020-08,Consumer Auto,NA,NA,6,MA,4
900.0,2020-08,United Income,NA,NA,8,CA,6
901.0,2020-08,United Income,NA,NA,7,NM,7
902.0,2020-08,Consumer Auto,NA,NA,8,MD,2
903.0,2020-08,Servicing,Help Me Catch Up,HMC-CRS-4,7,MN,4
904.0,2020-08,Consumer Auto,NA,NA,8,NJ,8
905.0,2020-08,Dealer,NA,NA,8,TX,6
906.0,2020-08,Consumer Auto,NA,NA,6,KY,7
907.0,2020-08,Consumer Auto,NA,NA,7,MI,4
908.0,2020-08,Dealer,NA,NA,9,CT,5
909.0,2020-08,Consumer Auto,NA,NA,8,CA,5
910.0,2020-08,Consumer Auto,NA,NA,9,MI,4
911.0,2020-08,Servicing,Close My Account,CMA-ESC-4,9,MO,6
912.0,2020-08,Consumer Auto,NA,NA,9,NC,6
913.0,2020-08,Consumer Auto,NA,NA,9,CA,7
914.0,2020-08,Consumer Auto,NA,NA,6,MA,4
915.0,2020-08,Refinance,NA,NA,7,CA,6
916.0,2020-08,Servicing,Vehicle Resolution,VR-ESC-2,6,CA,7
917.0,2020-08,Servicing,Inside Sales,IS-REC-3,4,ME,7
918.0,2020-08,Consumer Auto,NA,NA,8,WA,6
919.0,2020-08,Servicing,Close My Account,CMA-CRS-2,2,AL,8
920.0,2020-08,Servicing,Inside Sales,IS-ESC-2,9,AZ,8
921.0,2020-08,United Income,NA,NA,8,AZ,7
922.0,2020-08,Dealer,NA,NA,9,KY,6
923.0,2020-08,Servicing,Manage My Leads,MML-COL-1,7,TX,7
924.0,2020-08,Refinance,NA,NA,8,AL,7
925.0,2020-08,Consumer Auto,NA,NA,9,CA,7
926.0,2020-08,Servicing,Set Up My Loan,SML-ESC-2,8,KY,5
927.0,2020-08,Consumer Auto,NA,NA,8,CA,6
928.0,2020-08,Refinance,NA,NA,7,MI,3
929.0,2020-08,Servicing,Help Me Catch Up,HMC-ENQ-5,8,WA,8
930.0,2020-08,Consumer Auto,NA,NA,9,TN,4
931.0,2020-08,Servicing,Manage My Leads,MML-DIG-1,8,FL,5
932.0,2020-08,Servicing,Outside Sales,OS-COL-2,5,NC,4
933.0,2020-08,Consumer Auto,NA,NA,9,CA,6
934.0,2020-08,Consumer Auto,NA,NA,7,IL,7
935.0,2020-08,Servicing,Help Me Catch Up,HMC-ENQ-4,6,NJ,6
936.0,2020-08,United Income,NA,NA,7,NY,6
937.0,2020-08,Refinance,NA,NA,8,NY,6
938.0,2020-08,Dealer,NA,NA,7,AZ,7
939.0,2020-08,Servicing,Close My Account,CMA-ENQ-1,6,TX,8
940.0,2020-08,Consumer Auto,NA,NA,8,FL,6
941.0,2020-08,Refinance,NA,NA,9,IL,6
942.0,2020-08,Consumer Auto,NA,NA,7,KY,7
943.0,2020-08,Consumer Auto,NA,NA,7,NC,5
944.0,2020-08,Servicing,Help Me Catch Up,HMC-COL-3,3,CA,4
945.0,2020-08,Servicing,Fund My Deal,FMD-PW-2,6,IL,5
946.0,2020-08,Consumer Auto,NA,NA,8,MO,6
947.0,2020-08,Consumer Auto,NA,NA,7,SC,8
948.0,2020-08,United Income,NA,NA,9,WA,6
949.0,2020-08,Servicing,Inside Sales,IS-ENQ-4,2,CA,6
950.0,2020-08,Dealer,NA,NA,9,NJ,4
951.0,2020-08,United Income,NA,NA,9,TX,6
952.0,2020-08,Dealer,NA,NA,8,CA,7
953.0,2020-08,United Income,NA,NA,8,NJ,6
954.0,2020-08,Consumer Auto,NA,NA,6,SC,7
955.0,2020-08,Dealer,NA,NA,8,CA,7
956.0,2020-08,Consumer Auto,NA,NA,9,IL,5
957.0,2020-08,Servicing,Vehicle Resolution,VR-CRS-4,4,IL,4
958.0,2020-08,Consumer Auto,NA,NA,9,MI,5
959.0,2020-08,Dealer,NA,NA,5,LA,6
960.0,2020-08,Servicing,Outside Sales,OS-REC-1,8,NC,5
961.0,2020-08,Servicing,Vehicle Resolution,VR-ESC-4,4,MD,5
962.0,2020-08,Consumer Auto,NA,NA,9,IA,4
963.0,2020-08,Dealer,NA,NA,7,NY,8
964.0,2020-08,Servicing,Move On,MO-ESC-4,5,TX,4
965.0,2020-08,United Income,NA,NA,9,IL,4
966.0,2020-08,Refinance,NA,NA,9,OR,5
967.0,2020-08,Servicing,Fund My Deal,FMD-PW-5,9,TN,7
968.0,2020-08,Dealer,NA,NA,9,TX,7
969.0,2020-08,Servicing,Help Me Catch Up,HMC-ESC-1,7,IL,7
970.0,2020-08,Dealer,NA,NA,8,NY,8
971.0,2020-08,Servicing,Manage My Leads,MML-CRS-1,6,FL,5
972.0,2020-08,Dealer,NA,NA,8,NJ,7
973.0,2020-08,Refinance,NA,NA,8,MO,5
974.0,2020-08,Consumer Auto,NA,NA,6,NY,6
975.0,2020-08,Servicing,Outside Sales,OS-PW-3,4,CA,6
976.0,2020-08,Consumer Auto,NA,NA,8,VA,7
977.0,2020-08,Servicing,Navigate My Account,NMA-CRS-1,4,NY,5
978.0,2020-08,Servicing,Manage My Leads,MML-CRS-1,7,OK,5
979.0,2020-08,Refinance,NA,NA,8,NV,4
980.0,2020-08,Consumer Auto,NA,NA,6,PA,4
981.0,2020-08,Servicing,Vehicle Resolution,VR-PW-1,6,LA,5
982.0,2020-08,Consumer Auto,NA,NA,5,MN,6
983.0,2020-08,Servicing,Manage My Leads,MML-ESC-2,9,SC,6
984.0,2020-08,Servicing,Close My Account,CMA-ESC-4,8,CA,6
985.0,2020-08,United Income,NA,NA,6,NE,4
986.0,2020-08,United Income,NA,NA,8,SC,5
987.0,2020-08,Dealer,NA,NA,9,LA,5
988.0,2020-08,Servicing,Navigate My Account,NMA-CRS-2,3,SC,5
989.0,2020-08,Dealer,NA,NA,9,AZ,6
990.0,2020-08,Servicing,Manage My Leads,MML-ESC-2,5,TX,5
991.0,2020-08,United Income,NA,NA,8,TX,6
992.0,2020-08,Consumer Auto,NA,NA,8,DE,5
993.0,2020-08,Dealer,NA,NA,7,IL,4
994.0,2020-08,Consumer Auto,NA,NA,8,GA,7
995.0,2020-08,United Income,NA,NA,6,MN,4
996.0,2020-08,Consumer Auto,NA,NA,8,NJ,6
997.0,2020-08,Refinance,NA,NA,8,MA,4
998.0,2020-08,Servicing,Inside Sales,IS-DIG-2,6,WA,8
999.0,2020-08,Consumer Auto,NA,NA,9,WA,5
1000.0,2020-08,Consumer Auto,NA,NA,8,AL,4
1001.0,2020-08,Dealer,NA,NA,8,MS,6
1002.0,2020-08,Dealer,NA,NA,5,OH,5
1003.0,2020-08,Consumer Auto,NA,NA,9,FL,6
1004.0,2020-08,Servicing,Navigate My Account,NMA-REC-2,9,OH,6
1005.0,2020-08,Consumer Auto,NA,NA,8,CO,8
1006.0,2020-08,Dealer,NA,NA,8,CA,8
1007.0,2020-08,Refinance,NA,NA,9,MN,5
1008.0,2020-08,Servicing,Move On,MO-PW-4,5,FL,4
1009.0,2020-08,Consumer Auto,NA,NA,7,CA,5
1010.0,2020-08,Servicing,Set Up My Loan,SML-PW-1,6,IA,3
1011.0,2020-08,Refinance,NA,NA,9,FL,8
1012.0,2020-08,Dealer,NA,NA,7,TX,8
1013.0,2020-08,Servicing,Vehicle Resolution,VR-ESC-1,6,AK,5
1014.0,2020-08,Consumer Auto,NA,NA,9,CT,7
1015.0,2020-08,Servicing,Outside Sales,OS-DIG-2,2,CO,6
1016.0,2020-08,Servicing,Manage My Leads,MML-COL-3,3,MA,6
1017.0,2020-08,Servicing,Inside Sales,IS-COL-2,7,MI,3
1018.0,2020-08,United Income,NA,NA,6,NJ,6
1019.0,2020-08,Servicing,Close My Account,CMA-ENQ-1,3,CA,6
1020.0,2020-08,Servicing,Vehicle Resolution,VR-REC-3,9,GA,5
1021.0,2020-08,Dealer,NA,NA,8,NY,6
1022.0,2020-08,Consumer Auto,NA,NA,8,TX,6
1023.0,2020-08,Dealer,NA,NA,6,PA,7
1024.0,2020-08,Servicing,Manage My Leads,MML-REC-2,2,MO,4
1025.0,2020-08,Dealer,NA,NA,9,MN,8
1026.0,2020-08,Consumer Auto,NA,NA,9,AZ,7
1027.0,2020-08,Servicing,Close My Account,CMA-ESC-4,8,AZ,4
1028.0,2020-08,Refinance,NA,NA,7,AL,7
1029.0,2020-08,Servicing,Move On,MO-ESC-2,4,KS,4
1030.0,2020-08,Consumer Auto,NA,NA,9,LA,6
1031.0,2020-08,Dealer,NA,NA,9,MI,5
1032.0,2020-08,Servicing,Close My Account,CMA-PW-1,8,PA,8
1033.0,2020-08,Dealer,NA,NA,8,NE,4
1034.0,2020-08,Servicing,Navigate My Account,NMA-DIG-2,8,CA,7
1035.0,2020-08,Consumer Auto,NA,NA,8,NY,5
1036.0,2020-08,Refinance,NA,NA,9,FL,6
1037.0,2020-08,Servicing,Manage My Leads,MML-ESC-2,7,FL,7
1038.0,2020-08,Consumer Auto,NA,NA,9,RI,6
1039.0,2020-08,Consumer Auto,NA,NA,7,GA,6
1040.0,2020-08,United Income,NA,NA,9,PA,6
1041.0,2020-08,Refinance,NA,NA,7,NC,5
1042.0,2020-08,Dealer,NA,NA,6,OR,6
1043.0,2020-08,Consumer Auto,NA,NA,8,GA,5
1044.0,2020-08,Refinance,NA,NA,9,CA,6
1045.0,2020-08,Consumer Auto,NA,NA,7,GA,6
1046.0,2020-08,Servicing,Fund My Deal,FMD-DIG-5,2,CA,5
1047.0,2020-08,United Income,NA,NA,9,CO,6
1048.0,2020-08,Servicing,Inside Sales,IS-ESC-3,5,FL,7
1049.0,2020-08,Servicing,Close My Account,CMA-PW-3,6,PA,6
1050.0,2020-08,Dealer,NA,NA,8,TX,8
1051.0,2020-08,Refinance,NA,NA,8,NJ,4
1052.0,2020-08,Consumer Auto,NA,NA,9,AL,6
1053.0,2020-08,Refinance,NA,NA,9,IN,5
1054.0,2020-08,Servicing,Close My Account,CMA-ENQ-2,5,IL,5
1055.0,2020-08,Servicing,Decision The Deal,DTD-PW-1,8,OH,6
1056.0,2020-08,Servicing,Help Me Catch Up,HMC-ENQ-2,5,PA,8
1057.0,2020-08,Consumer Auto,NA,NA,8,CA,6
1058.0,2020-08,Servicing,Vehicle Resolution,VR-REC-4,5,CA,6
1059.0,2020-08,Refinance,NA,NA,6,MO,6
1060.0,2020-08,Dealer,NA,NA,7,MD,4
1061.0,2020-08,Refinance,NA,NA,8,NJ,8
1062.0,2020-08,Refinance,NA,NA,8,TX,6
1063.0,2020-08,Servicing,Help Me Catch Up,HMC-ESC-4,9,VA,6
1064.0,2020-08,Consumer Auto,NA,NA,8,MI,4
1065.0,2020-08,United Income,NA,NA,8,CA,4
1066.0,2020-08,Servicing,Help Me Catch Up,HMC-REC-4,9,KY,8
1067.0,2020-08,Consumer Auto,NA,NA,6,CA,6
1068.0,2020-08,Dealer,NA,NA,6,HI,6
1069.0,2020-08,Servicing,Outside Sales,OS-COL-3,2,FL,6
1070.0,2020-08,Consumer Auto,NA,NA,9,CA,8
1071.0,2020-08,Dealer,NA,NA,9,MI,5
1072.0,2020-08,Consumer Auto,NA,NA,7,OR,5
1073.0,2020-08,Consumer Auto,NA,NA,9,OH,5
1074.0,2020-08,Servicing,Manage My Leads,MML-PW-2,5,CA,6
1075.0,2020-08,Servicing,Inside Sales,IS-CRS-2,9,MD,4
1076.0,2020-08,Servicing,Help Me Catch Up,HMC-PW-1,6,TX,6
1077.0,2020-08,Refinance,NA,NA,5,ME,4
1078.0,2020-08,Dealer,NA,NA,6,AZ,4
1079.0,2020-08,Servicing,Inside Sales,IS-ESC-1,6,CA,6
1080.0,2020-08,Servicing,Set Up My Loan,SML-REC-4,4,FL,6
1081.0,2020-08,United Income,NA,NA,9,MA,5
1082.0,2020-08,Consumer Auto,NA,NA,9,ND,6
1083.0,2020-08,Refinance,NA,NA,8,RI,7
1084.0,2020-08,Servicing,Fund My Deal,FMD-DIG-5,2,NY,6
1085.0,2020-08,Consumer Auto,NA,NA,8,GA,7
1086.0,2020-08,Consumer Auto,NA,NA,8,VA,5
1087.0,2020-08,Consumer Auto,NA,NA,9,CA,5
1088.0,2020-08,Servicing,Vehicle Resolution,VR-COL-1,6,CA,5
1089.0,2020-08,Dealer,NA,NA,9,CA,8
1090.0,2020-08,Servicing,Fund My Deal,FMD-COL-5,6,CO,4
1091.0,2020-08,Servicing,Manage My Leads,MML-REC-3,5,MA,4
1092.0,2020-08,Consumer Auto,NA,NA,7,MO,6
1093.0,2020-08,Consumer Auto,NA,NA,8,IL,5
1094.0,2020-08,Consumer Auto,NA,NA,8,CA,5
1095.0,2020-08,Servicing,Help Me Catch Up,HMC-DIG-2,3,MA,5
1096.0,2020-08,Servicing,Keep Me In My Car,KMIC-CRS-5,2,MI,2
1097.0,2020-08,Servicing,Outside Sales,OS-REC-3,5,MD,4
1098.0,2020-08,Consumer Auto,NA,NA,7,OH,5
1099.0,2020-08,Servicing,Help Me Catch Up,HMC-CRS-2,9,CA,5
1100.0,2020-08,Servicing,Manage My Leads,MML-DIG-1,8,PA,7
1101.0,2020-08,Consumer Auto,NA,NA,6,NH,5
1102.0,2020-08,Consumer Auto,NA,NA,9,TX,6
1103.0,2020-08,Dealer,NA,NA,9,NJ,5
1104.0,2020-08,Dealer,NA,NA,8,WA,6
1105.0,2020-08,Dealer,NA,NA,6,VA,7
1106.0,2020-08,Servicing,Help Me Catch Up,HMC-COL-3,5,MA,4
1107.0,2020-08,Servicing,Set Up My Loan,SML-COL-2,8,GA,6
1108.0,2020-08,Dealer,NA,NA,8,OH,6
1109.0,2020-08,Consumer Auto,NA,NA,7,WA,5
1110.0,2020-08,Dealer,NA,NA,6,LA,6
1111.0,2020-08,Dealer,NA,NA,5,GA,6
1112.0,2020-08,Servicing,Navigate My Account,NMA-CRS-3,4,MD,4
1113.0,2020-08,United Income,NA,NA,9,KY,6
1114.0,2020-08,Refinance,NA,NA,9,KY,6
1115.0,2020-08,Dealer,NA,NA,9,NY,6
1116.0,2020-08,Consumer Auto,NA,NA,8,NM,5
1117.0,2020-08,Consumer Auto,NA,NA,9,VA,5
1118.0,2020-08,Consumer Auto,NA,NA,8,PA,5
1119.0,2020-08,Dealer,NA,NA,8,NM,5
1120.0,2020-08,Servicing,Inside Sales,IS-DIG-5,2,CA,6
1121.0,2020-08,Servicing,Manage My Leads,MML-ENQ-3,3,NY,6
1122.0,2020-08,Dealer,NA,NA,8,OK,5
1123.0,2020-08,Dealer,NA,NA,8,LA,7
1124.0,2020-08,Consumer Auto,NA,NA,9,PA,5
1125.0,2020-08,Consumer Auto,NA,NA,5,TX,5
1126.0,2020-08,Servicing,Manage My Leads,MML-REC-3,6,IA,6
1127.0,2020-08,Refinance,NA,NA,7,LA,4
1128.0,2020-08,Dealer,NA,NA,9,PA,4
1129.0,2020-08,Dealer,NA,NA,9,NM,7
1130.0,2020-08,Servicing,Manage My Leads,MML-COL-3,3,AK,6
1131.0,2020-08,Dealer,NA,NA,7,TX,7
1132.0,2020-08,Dealer,NA,NA,9,TX,5
1133.0,2020-08,Consumer Auto,NA,NA,6,PA,4
1134.0,2020-08,United Income,NA,NA,8,IN,7
1135.0,2020-08,Refinance,NA,NA,8,TX,8
1136.0,2020-08,Servicing,Navigate My Account,NMA-REC-3,8,IL,6
1137.0,2020-08,Consumer Auto,NA,NA,9,UT,6
1138.0,2020-08,Consumer Auto,NA,NA,8,MI,4
1139.0,2020-08,Dealer,NA,NA,6,IL,4
1140.0,2020-08,Servicing,Manage My Leads,MML-ESC-3,9,WI,7
1141.0,2020-08,Dealer,NA,NA,8,OK,7
1142.0,2020-08,Servicing,Move On,MO-CRS-2,4,MN,5
1143.0,2020-08,Consumer Auto,NA,NA,9,FL,4
1144.0,2020-08,Consumer Auto,NA,NA,8,NY,4
1145.0,2020-08,Consumer Auto,NA,NA,8,UT,4
1146.0,2020-08,Servicing,Fund My Deal,FMD-ENQ-4,7,PA,6
1147.0,2020-08,Servicing,Manage My Leads,MML-COL-1,8,WA,7
1148.0,2020-08,Servicing,Navigate My Account,NMA-PW-3,4,TX,6
1149.0,2020-08,Servicing,Manage My Leads,MML-ESC-2,9,FL,7
1150.0,2020-08,Servicing,Outside Sales,OS-REC-2,7,NY,6
1151.0,2020-08,United Income,NA,NA,7,MI,4
1152.0,2020-08,Consumer Auto,NA,NA,6,VA,7
1153.0,2020-08,Refinance,NA,NA,8,VA,6
1154.0,2020-08,United Income,NA,NA,8,WI,5
1155.0,2020-08,Refinance,NA,NA,6,CA,6
1156.0,2020-08,United Income,NA,NA,8,AR,8
1157.0,2020-08,United Income,NA,NA,6,MA,4
1158.0,2020-08,Servicing,Outside Sales,OS-COL-3,5,AL,6
1159.0,2020-08,Consumer Auto,NA,NA,8,OR,5
1160.0,2020-08,Servicing,Manage My Leads,MML-COL-1,9,FL,8
1161.0,2020-08,Dealer,NA,NA,9,OH,6
1162.0,2020-08,Servicing,Close My Account,CMA-ENQ-1,3,NY,6
1163.0,2020-08,United Income,NA,NA,9,OR,5
1164.0,2020-08,Consumer Auto,NA,NA,9,TN,4
1165.0,2020-08,Refinance,NA,NA,9,NY,5
1166.0,2020-08,Servicing,Help Me Catch Up,HMC-ENQ-2,5,MD,5
1167.0,2020-08,Consumer Auto,NA,NA,9,MD,5
1168.0,2020-08,United Income,NA,NA,6,FL,7
1169.0,2020-08,Dealer,NA,NA,7,DE,6
1170.0,2020-08,Dealer,NA,NA,6,ND,5
1171.0,2020-08,Refinance,NA,NA,9,WI,6
1172.0,2020-08,Servicing,Inside Sales,IS-CRS-4,2,CA,6
1173.0,2020-08,Consumer Auto,NA,NA,9,TX,5
1174.0,2020-08,Dealer,NA,NA,8,TN,6
1175.0,2020-08,Consumer Auto,NA,NA,9,FL,5
1176.0,2020-08,Servicing,Vehicle Resolution,VR-CRS-1,8,OH,6
1177.0,2020-08,Servicing,Close My Account,CMA-CRS-3,6,CA,4
1178.0,2020-08,Dealer,NA,NA,7,PA,7
1179.0,2020-08,Consumer Auto,NA,NA,9,CA,5
1180.0,2020-08,Servicing,Manage My Leads,MML-REC-3,6,WI,8
1181.0,2020-08,Consumer Auto,NA,NA,6,IL,4
1182.0,2020-08,Servicing,Manage My Leads,MML-COL-2,7,FL,4
1183.0,2020-08,Refinance,NA,NA,6,FL,7
1184.0,2020-08,Dealer,NA,NA,9,IN,5
1185.0,2020-08,Consumer Auto,NA,NA,8,TX,6
1186.0,2020-08,United Income,NA,NA,7,TN,7
1187.0,2020-08,Dealer,NA,NA,5,CA,6
1188.0,2020-08,Servicing,Help Me Catch Up,HMC-COL-3,5,IL,3
1189.0,2020-08,Consumer Auto,NA,NA,7,KY,4
1190.0,2020-08,Servicing,Close My Account,CMA-CRS-3,7,KY,6
1191.0,2020-08,Servicing,Outside Sales,OS-COL-2,7,OR,6
1192.0,2020-08,Consumer Auto,NA,NA,9,MN,6
1193.0,2020-08,United Income,NA,NA,8,WI,7
1194.0,2020-08,Consumer Auto,NA,NA,9,TX,6
1195.0,2020-08,Refinance,NA,NA,5,CA,6
1196.0,2020-08,United Income,NA,NA,8,OH,6
1197.0,2020-08,Servicing,Vehicle Resolution,VR-ESC-4,5,OR,6
1198.0,2020-08,Servicing,Help Me Catch Up,HMC-PW-5,7,CA,7
1199.0,2020-08,Consumer Auto,NA,NA,9,KY,4
1200.0,2020-08,Dealer,NA,NA,9,NJ,6
1201.0,2020-08,Servicing,Vehicle Resolution,VR-PW-1,6,AL,6
1202.0,2020-08,Consumer Auto,NA,NA,8,FL,5
1203.0,2020-08,Consumer Auto,NA,NA,7,MA,4
1204.0,2020-08,Servicing,Manage My Leads,MML-REC-3,7,GA,7
1205.0,2020-08,Servicing,Manage My Leads,MML-ENQ-1,6,RI,4
1206.0,2020-08,Refinance,NA,NA,8,MO,5
1207.0,2020-08,Servicing,Navigate My Account,NMA-ESC-2,5,OH,6
1208.0,2020-08,Consumer Auto,NA,NA,6,CA,6
1209.0,2020-08,Refinance,NA,NA,9,TX,4
1210.0,2020-08,Dealer,NA,NA,7,TN,4
1211.0,2020-08,Consumer Auto,NA,NA,8,MD,4
1212.0,2020-08,Consumer Auto,NA,NA,7,WA,4
1213.0,2020-08,Servicing,Help Me Catch Up,HMC-REC-4,7,AL,7
1214.0,2020-08,Dealer,NA,NA,9,KS,6
1215.0,2020-08,Servicing,Navigate My Account,NMA-ENQ-1,4,AZ,6
1216.0,2020-08,Dealer,NA,NA,7,CA,5
1217.0,2020-08,Consumer Auto,NA,NA,6,NJ,6
1218.0,2020-08,Servicing,Close My Account,CMA-PW-3,5,CA,6
1219.0,2020-08,Consumer Auto,NA,NA,7,CA,6
1220.0,2020-08,Servicing,Vehicle Resolution,VR-ESC-1,6,KS,8
1221.0,2020-08,Consumer Auto,NA,NA,9,GA,6
1222.0,2020-08,United Income,NA,NA,7,LA,6
1223.0,2020-08,Servicing,Close My Account,CMA-CRS-4,4,AL,6
1224.0,2020-08,Servicing,Help Me Catch Up,HMC-COL-3,4,TN,3
1225.0,2020-08,Servicing,Fund My Deal,FMD-CRS-3,6,MA,4
1226.0,2020-08,Servicing,Move On,MO-COL-2,4,GA,7
1227.0,2020-08,Refinance,NA,NA,7,MD,3
